datetime;open;high;low;close;volume
2023-04-03 00:25:00;1.08125;1.08148;1.08125;1.08148;0
2023-04-03 00:26:00;1.08146;1.08148;1.08132;1.08135;0
2023-04-03 00:27:00;1.08134;1.08137;1.08125;1.08137;0
2023-04-03 00:28:00;1.08136;1.08137;1.08131;1.08134;0
2023-04-03 00:29:00;1.08133;1.08134;1.08098;1.081;0
2023-04-03 00:30:00;1.08098;1.08131;1.08098;1.08128;0
2023-04-03 00:31:00;1.08128;1.08134;1.08122;1.08132;0
2023-04-03 00:32:00;1.0813;1.0813;1.08116;1.08122;0
2023-04-03 00:33:00;1.08122;1.08122;1.08116;1.08122;0
2023-04-03 00:34:00;1.08124;1.08131;1.08121;1.08123;0
2023-04-03 00:35:00;1.08123;1.08126;1.08091;1.08095;0
2023-04-03 00:36:00;1.08096;1.08096;1.0809;1.08096;0
2023-04-03 00:37:00;1.08095;1.08097;1.08077;1.08083;0
2023-04-03 00:38:00;1.08084;1.08085;1.08071;1.08072;0
2023-04-03 00:39:00;1.08076;1.08096;1.08076;1.08091;0
2023-04-03 00:40:00;1.08092;1.08096;1.08089;1.08093;0
2023-04-03 00:41:00;1.08092;1.08092;1.08082;1.08088;0
2023-04-03 00:42:00;1.08087;1.08096;1.08087;1.08094;0
2023-04-03 00:43:00;1.08093;1.08106;1.0809;1.08103;0
2023-04-03 00:44:00;1.08105;1.08107;1.08087;1.08087;0
2023-04-03 00:45:00;1.08087;1.08091;1.08082;1.08084;0
2023-04-03 00:46:00;1.08082;1.08082;1.08059;1.08068;0
2023-04-03 00:47:00;1.08067;1.08074;1.08065;1.08074;0
2023-04-03 00:48:00;1.08073;1.0808;1.08073;1.08079;0
2023-04-03 00:49:00;1.08077;1.08081;1.08056;1.08056;0
2023-04-03 00:50:00;1.08056;1.08073;1.08042;1.08066;0
2023-04-03 00:51:00;1.08065;1.08067;1.08021;1.08034;0
2023-04-03 00:52:00;1.08034;1.08039;1.08011;1.08034;0
2023-04-03 00:53:00;1.08034;1.08052;1.08032;1.08047;0
2023-04-03 00:54:00;1.08045;1.08053;1.08033;1.08051;0
2023-04-03 00:55:00;1.08052;1.08068;1.08051;1.08063;0
2023-04-03 00:56:00;1.08064;1.08074;1.08063;1.0807;0
2023-04-03 00:57:00;1.0807;1.0807;1.08045;1.08054;0
2023-04-03 00:58:00;1.08054;1.08054;1.08019;1.08025;0
2023-04-03 00:59:00;1.08025;1.08034;1.08013;1.08023;0
2023-04-03 01:00:00;1.08024;1.08053;1.08024;1.0805;0
2023-04-03 01:01:00;1.08049;1.08049;1.08004;1.08027;0
2023-04-03 01:02:00;1.08027;1.08029;1.08002;1.08003;0
2023-04-03 01:03:00;1.08005;1.08015;1.07987;1.08008;0
2023-04-03 01:04:00;1.08007;1.08014;1.08003;1.08007;0
2023-04-03 01:05:00;1.08007;1.08047;1.08007;1.08042;0
2023-04-03 01:06:00;1.0804;1.08065;1.08032;1.08058;0
2023-04-03 01:07:00;1.08057;1.08059;1.08036;1.08056;0
2023-04-03 01:08:00;1.08056;1.0806;1.08045;1.08055;0
2023-04-03 01:09:00;1.08055;1.08071;1.08055;1.08065;0
2023-04-03 01:10:00;1.08064;1.08069;1.08043;1.08064;0
2023-04-03 01:11:00;1.08063;1.08067;1.08047;1.08053;0
2023-04-03 01:12:00;1.08053;1.08065;1.0805;1.08065;0
2023-04-03 01:13:00;1.08065;1.08078;1.08064;1.08074;0
2023-04-03 01:14:00;1.08073;1.08074;1.08054;1.08065;0
2023-04-03 01:15:00;1.08064;1.08076;1.0806;1.0806;0
2023-04-03 01:16:00;1.08059;1.0806;1.08048;1.0805;0
2023-04-03 01:17:00;1.0805;1.0805;1.08034;1.0805;0
2023-04-03 01:18:00;1.0805;1.08059;1.0804;1.0804;0
2023-04-03 01:19:00;1.08041;1.08044;1.08037;1.08044;0
2023-04-03 01:20:00;1.08044;1.08049;1.0804;1.08047;0
2023-04-03 01:21:00;1.08046;1.08055;1.08045;1.08053;0
2023-04-03 01:22:00;1.08052;1.08076;1.08052;1.08076;0
2023-04-03 01:23:00;1.08075;1.08096;1.08072;1.08085;0
2023-04-03 01:24:00;1.08086;1.08105;1.08085;1.08102;0
2023-04-03 01:25:00;1.08105;1.08111;1.08099;1.0811;0
2023-04-03 01:26:00;1.08111;1.08111;1.08098;1.08106;0
2023-04-03 01:27:00;1.08105;1.08105;1.08072;1.08074;0
2023-04-03 01:28:00;1.0807;1.08075;1.08059;1.08062;0
2023-04-03 01:29:00;1.08062;1.08076;1.08061;1.08076;0
2023-04-03 01:30:00;1.08076;1.08076;1.08063;1.0807;0
2023-04-03 01:31:00;1.08071;1.08084;1.08071;1.08076;0
2023-04-03 01:32:00;1.08078;1.08086;1.08077;1.08082;0
2023-04-03 01:33:00;1.08083;1.0809;1.08072;1.0809;0
2023-04-03 01:34:00;1.08091;1.08109;1.08091;1.08099;0
2023-04-03 01:35:00;1.08099;1.08123;1.08095;1.08116;0
2023-04-03 01:36:00;1.08115;1.0812;1.08107;1.0812;0
2023-04-03 01:37:00;1.08119;1.08129;1.08102;1.08105;0
2023-04-03 01:38:00;1.08106;1.08109;1.08095;1.08097;0
2023-04-03 01:39:00;1.08099;1.081;1.0809;1.08094;0
2023-04-03 01:40:00;1.08093;1.08106;1.08092;1.08104;0
2023-04-03 01:41:00;1.08104;1.08111;1.08098;1.08107;0
2023-04-03 01:42:00;1.08107;1.08108;1.08101;1.08101;0
2023-04-03 01:43:00;1.08101;1.08112;1.08097;1.08112;0
2023-04-03 01:44:00;1.08111;1.08111;1.08107;1.0811;0
2023-04-03 01:45:00;1.08108;1.08112;1.08097;1.08105;0
2023-04-03 01:46:00;1.08105;1.0811;1.08103;1.08106;0
2023-04-03 01:47:00;1.08105;1.08105;1.08087;1.08094;0
2023-04-03 01:48:00;1.08094;1.081;1.08085;1.08097;0
2023-04-03 01:49:00;1.08096;1.08104;1.08095;1.08095;0
2023-04-03 01:50:00;1.08095;1.08104;1.08095;1.08098;0
2023-04-03 01:51:00;1.08097;1.08109;1.08087;1.08107;0
2023-04-03 01:52:00;1.08108;1.08133;1.08108;1.08127;0
2023-04-03 01:53:00;1.08125;1.08132;1.08117;1.08121;0
2023-04-03 01:54:00;1.08121;1.08121;1.08085;1.0809;0
2023-04-03 01:55:00;1.08091;1.08118;1.0809;1.08112;0
2023-04-03 01:56:00;1.08112;1.08139;1.08111;1.08123;0
2023-04-03 01:57:00;1.08124;1.08141;1.08122;1.08127;0
2023-04-03 01:58:00;1.08126;1.08144;1.0812;1.08143;0
2023-04-03 01:59:00;1.08145;1.08146;1.08135;1.08137;0
2023-04-03 02:00:00;1.08138;1.08147;1.08126;1.08137;0
2023-04-03 02:01:00;1.08137;1.08142;1.08126;1.08126;0
2023-04-03 02:02:00;1.08126;1.08136;1.08113;1.08117;0
2023-04-03 02:03:00;1.08116;1.08121;1.08103;1.08115;0
2023-04-03 02:04:00;1.08116;1.08132;1.08114;1.08125;0
2023-04-03 02:05:00;1.08125;1.08132;1.08114;1.08115;0
2023-04-03 02:06:00;1.08115;1.08119;1.0811;1.0811;0
2023-04-03 02:07:00;1.08111;1.08112;1.08095;1.081;0
2023-04-03 02:08:00;1.081;1.08112;1.08098;1.0811;0
2023-04-03 02:09:00;1.08108;1.08114;1.08106;1.08108;0
2023-04-03 02:10:00;1.08109;1.08112;1.08104;1.08112;0
2023-04-03 02:11:00;1.08113;1.08118;1.08112;1.08115;0
2023-04-03 02:12:00;1.08115;1.08115;1.08103;1.08114;0
2023-04-03 02:13:00;1.08112;1.08123;1.08112;1.0812;0
2023-04-03 02:14:00;1.08117;1.08118;1.08113;1.08118;0
2023-04-03 02:15:00;1.08119;1.08121;1.08112;1.08118;0
2023-04-03 02:16:00;1.08119;1.08129;1.08114;1.08129;0
2023-04-03 02:17:00;1.08129;1.08129;1.08117;1.08118;0
2023-04-03 02:18:00;1.08118;1.08133;1.08113;1.08131;0
2023-04-03 02:19:00;1.08133;1.08142;1.08132;1.08138;0
2023-04-03 02:20:00;1.08139;1.08141;1.08116;1.08121;0
2023-04-03 02:21:00;1.08121;1.08121;1.08102;1.08108;0
2023-04-03 02:22:00;1.08109;1.08127;1.08105;1.08124;0
2023-04-03 02:23:00;1.08124;1.08153;1.08124;1.08147;0
2023-04-03 02:24:00;1.08148;1.08157;1.08145;1.08152;0
2023-04-03 02:25:00;1.08154;1.08167;1.08152;1.08161;0
2023-04-03 02:26:00;1.0816;1.08167;1.08151;1.08165;0
2023-04-03 02:27:00;1.08166;1.08167;1.0815;1.0815;0
2023-04-03 02:28:00;1.08149;1.0815;1.08138;1.08139;0
2023-04-03 02:29:00;1.0814;1.08142;1.08126;1.08134;0
2023-04-03 02:30:00;1.08135;1.08137;1.08118;1.08118;0
2023-04-03 02:31:00;1.08119;1.08136;1.08118;1.08136;0
2023-04-03 02:32:00;1.08137;1.08157;1.08136;1.08155;0
2023-04-03 02:33:00;1.08157;1.08159;1.08139;1.08148;0
2023-04-03 02:34:00;1.0815;1.08161;1.08149;1.08157;0
2023-04-03 02:35:00;1.08155;1.08162;1.08152;1.08153;0
2023-04-03 02:36:00;1.08151;1.08151;1.08121;1.08135;0
2023-04-03 02:37:00;1.08135;1.08137;1.08115;1.08118;0
2023-04-03 02:38:00;1.08116;1.08117;1.0811;1.08116;0
2023-04-03 02:39:00;1.08115;1.08118;1.08109;1.08112;0
2023-04-03 02:40:00;1.08111;1.08124;1.08108;1.08121;0
2023-04-03 02:41:00;1.0812;1.08123;1.08113;1.08113;0
2023-04-03 02:42:00;1.08111;1.08111;1.08076;1.08076;0
2023-04-03 02:43:00;1.08075;1.08076;1.08062;1.08067;0
2023-04-03 02:44:00;1.08068;1.08074;1.08063;1.08068;0
2023-04-03 02:45:00;1.08069;1.08069;1.08031;1.08036;0
2023-04-03 02:46:00;1.08036;1.08043;1.08027;1.08028;0
2023-04-03 02:47:00;1.08029;1.08063;1.08029;1.0806;0
2023-04-03 02:48:00;1.0806;1.08065;1.08054;1.08057;0
2023-04-03 02:49:00;1.08057;1.08072;1.08049;1.08072;0
2023-04-03 02:50:00;1.08072;1.08081;1.08072;1.08076;0
2023-04-03 02:51:00;1.08076;1.08082;1.0807;1.08074;0
2023-04-03 02:52:00;1.08075;1.08078;1.08059;1.08063;0
2023-04-03 02:53:00;1.08064;1.08072;1.08061;1.08068;0
2023-04-03 02:54:00;1.08068;1.08078;1.08061;1.08071;0
2023-04-03 02:55:00;1.08071;1.08079;1.08059;1.08075;0
2023-04-03 02:56:00;1.08075;1.08085;1.08075;1.08079;0
2023-04-03 02:57:00;1.08079;1.08087;1.08078;1.08087;0
2023-04-03 02:58:00;1.08086;1.08101;1.08081;1.08094;0
2023-04-03 02:59:00;1.08094;1.08094;1.08074;1.08074;0
2023-04-03 03:00:00;1.08075;1.08079;1.08063;1.08064;0
2023-04-03 03:01:00;1.08064;1.08074;1.0806;1.08064;0
2023-04-03 03:02:00;1.08064;1.08064;1.08043;1.08046;0
2023-04-03 03:03:00;1.08046;1.08055;1.08044;1.08053;0
2023-04-03 03:04:00;1.08054;1.08056;1.08048;1.08053;0
2023-04-03 03:05:00;1.08055;1.08055;1.08046;1.08052;0
2023-04-03 03:06:00;1.08051;1.08051;1.08028;1.08035;0
2023-04-03 03:07:00;1.08037;1.08043;1.0803;1.08041;0
2023-04-03 03:08:00;1.08043;1.08053;1.08043;1.08048;0
2023-04-03 03:09:00;1.08049;1.08056;1.08045;1.08052;0
2023-04-03 03:10:00;1.08052;1.08054;1.08043;1.08048;0
2023-04-03 03:11:00;1.08048;1.08049;1.08045;1.08048;0
2023-04-03 03:12:00;1.08048;1.08048;1.08039;1.0804;0
2023-04-03 03:13:00;1.08039;1.08042;1.08034;1.08038;0
2023-04-03 03:14:00;1.0804;1.08043;1.08037;1.08042;0
2023-04-03 03:15:00;1.08041;1.08056;1.08041;1.08055;0
2023-04-03 03:16:00;1.08054;1.08056;1.08044;1.08047;0
2023-04-03 03:17:00;1.08046;1.08048;1.08043;1.08048;0
2023-04-03 03:18:00;1.08047;1.08048;1.08044;1.08046;0
2023-04-03 03:19:00;1.08048;1.0805;1.08044;1.08046;0
2023-04-03 03:20:00;1.08045;1.08057;1.0804;1.08057;0
2023-04-03 03:21:00;1.08056;1.08057;1.08051;1.08054;0
2023-04-03 03:22:00;1.08056;1.08056;1.08046;1.08047;0
2023-04-03 03:23:00;1.08045;1.08049;1.08045;1.08046;0
2023-04-03 03:24:00;1.08046;1.08052;1.0804;1.08052;0
2023-04-03 03:25:00;1.08052;1.08052;1.08044;1.08048;0
2023-04-03 03:26:00;1.08047;1.08054;1.08047;1.08048;0
2023-04-03 03:27:00;1.08047;1.08051;1.08043;1.08049;0
2023-04-03 03:28:00;1.0805;1.08052;1.08045;1.08052;0
2023-04-03 03:29:00;1.08051;1.08053;1.08048;1.08052;0
2023-04-03 03:30:00;1.08052;1.08052;1.08029;1.08029;0
2023-04-03 03:31:00;1.08029;1.08039;1.08029;1.08035;0
2023-04-03 03:32:00;1.08034;1.08045;1.08032;1.08033;0
2023-04-03 03:33:00;1.08032;1.08032;1.08022;1.08022;0
2023-04-03 03:34:00;1.08023;1.08026;1.08018;1.08024;0
2023-04-03 03:35:00;1.08024;1.08031;1.08021;1.08027;0
2023-04-03 03:36:00;1.08027;1.08027;1.08011;1.08011;0
2023-04-03 03:37:00;1.0801;1.08014;1.08002;1.0801;0
2023-04-03 03:38:00;1.0801;1.08012;1.08003;1.08012;0
2023-04-03 03:39:00;1.08014;1.08018;1.08009;1.08013;0
2023-04-03 03:40:00;1.08013;1.08017;1.08011;1.08017;0
2023-04-03 03:41:00;1.08017;1.08017;1.08013;1.08016;0
2023-04-03 03:42:00;1.08016;1.0802;1.08016;1.08018;0
2023-04-03 03:43:00;1.08018;1.08018;1.08012;1.08013;0
2023-04-03 03:44:00;1.08014;1.08018;1.08012;1.08018;0
2023-04-03 03:45:00;1.08018;1.08029;1.08015;1.08028;0
2023-04-03 03:46:00;1.08028;1.08028;1.08023;1.08027;0
2023-04-03 03:47:00;1.08027;1.08032;1.08023;1.08032;0
2023-04-03 03:48:00;1.08033;1.08039;1.0803;1.08033;0
2023-04-03 03:49:00;1.08034;1.08045;1.08034;1.08036;0
2023-04-03 03:50:00;1.08036;1.08036;1.08017;1.08017;0
2023-04-03 03:51:00;1.08017;1.08018;1.07999;1.08;0
2023-04-03 03:52:00;1.07999;1.08011;1.07997;1.08011;0
2023-04-03 03:53:00;1.08012;1.08013;1.08004;1.08006;0
2023-04-03 03:54:00;1.08006;1.08007;1.07969;1.07971;0
2023-04-03 03:55:00;1.0797;1.0797;1.07943;1.07965;0
2023-04-03 03:56:00;1.07965;1.07973;1.0791;1.07927;0
2023-04-03 03:57:00;1.07928;1.07937;1.07912;1.07937;0
2023-04-03 03:58:00;1.07937;1.07943;1.07934;1.07942;0
2023-04-03 03:59:00;1.07942;1.07947;1.07929;1.07937;0
2023-04-03 04:00:00;1.07941;1.07963;1.07941;1.07963;0
2023-04-03 04:01:00;1.07963;1.07974;1.07962;1.07974;0
2023-04-03 04:02:00;1.07974;1.07978;1.07967;1.07974;0
2023-04-03 04:03:00;1.07974;1.07974;1.07951;1.07951;0
2023-04-03 04:04:00;1.07951;1.07951;1.07939;1.07941;0
2023-04-03 04:05:00;1.07942;1.07943;1.07935;1.07943;0
2023-04-03 04:06:00;1.07945;1.07948;1.07944;1.07948;0
2023-04-03 04:07:00;1.07948;1.07954;1.07945;1.07949;0
2023-04-03 04:08:00;1.07949;1.07952;1.0794;1.07952;0
2023-04-03 04:09:00;1.07952;1.07952;1.07941;1.07941;0
2023-04-03 04:10:00;1.07941;1.07942;1.07926;1.07927;0
2023-04-03 04:11:00;1.07927;1.07936;1.07922;1.07929;0
2023-04-03 04:12:00;1.07929;1.07929;1.07924;1.07926;0
2023-04-03 04:13:00;1.07925;1.07925;1.07911;1.07912;0
2023-04-03 04:14:00;1.07913;1.07916;1.07912;1.07913;0
2023-04-03 04:15:00;1.07913;1.0792;1.0791;1.07911;0
2023-04-03 04:16:00;1.07911;1.07919;1.07908;1.07919;0
2023-04-03 04:17:00;1.0792;1.07925;1.07918;1.07918;0
2023-04-03 04:18:00;1.0792;1.07932;1.0792;1.0793;0
2023-04-03 04:19:00;1.0793;1.07934;1.07929;1.07929;0
2023-04-03 04:20:00;1.07929;1.07942;1.07927;1.0794;0
2023-04-03 04:21:00;1.0794;1.0794;1.07932;1.07935;0
2023-04-03 04:22:00;1.07935;1.07939;1.07927;1.07935;0
2023-04-03 04:23:00;1.07935;1.07935;1.0793;1.07933;0
2023-04-03 04:24:00;1.07933;1.07937;1.07928;1.07935;0
2023-04-03 04:25:00;1.07933;1.07935;1.07929;1.07931;0
2023-04-03 04:26:00;1.07932;1.07939;1.07929;1.07938;0
2023-04-03 04:27:00;1.07937;1.07939;1.07933;1.07934;0
2023-04-03 04:28:00;1.07934;1.07934;1.07928;1.07928;0
2023-04-03 04:29:00;1.07928;1.07931;1.07927;1.07929;0
2023-04-03 04:30:00;1.07928;1.0793;1.07909;1.07909;0
2023-04-03 04:31:00;1.07909;1.07917;1.07909;1.07915;0
2023-04-03 04:32:00;1.07915;1.07915;1.07908;1.07908;0
2023-04-03 04:33:00;1.07908;1.07939;1.07908;1.07938;0
2023-04-03 04:34:00;1.07938;1.07939;1.07933;1.07933;0
2023-04-03 04:35:00;1.07933;1.07938;1.0793;1.07938;0
2023-04-03 04:36:00;1.07937;1.07938;1.0793;1.07934;0
2023-04-03 04:37:00;1.07934;1.07934;1.07926;1.07929;0
2023-04-03 04:38:00;1.07931;1.07937;1.0793;1.07934;0
2023-04-03 04:39:00;1.07934;1.07936;1.07918;1.07932;0
2023-04-03 04:40:00;1.0793;1.07942;1.07929;1.07933;0
2023-04-03 04:41:00;1.07932;1.07939;1.07932;1.07939;0
2023-04-03 04:42:00;1.07939;1.07939;1.07931;1.07933;0
2023-04-03 04:43:00;1.07932;1.07934;1.07926;1.07934;0
2023-04-03 04:44:00;1.07934;1.07938;1.0793;1.07938;0
2023-04-03 04:45:00;1.07937;1.07937;1.07934;1.07937;0
2023-04-03 04:46:00;1.07938;1.07941;1.07937;1.07939;0
2023-04-03 04:47:00;1.07938;1.07943;1.07938;1.07939;0
2023-04-03 04:48:00;1.07939;1.07943;1.07936;1.07938;0
2023-04-03 04:49:00;1.07938;1.07944;1.07938;1.07944;0
2023-04-03 04:50:00;1.07943;1.07949;1.07937;1.07949;0
2023-04-03 04:51:00;1.07949;1.07949;1.07947;1.07948;0
2023-04-03 04:52:00;1.07948;1.07948;1.07932;1.07932;0
2023-04-03 04:53:00;1.07932;1.07932;1.07917;1.07917;0
2023-04-03 04:54:00;1.07917;1.07922;1.07911;1.07912;0
2023-04-03 04:55:00;1.07913;1.07913;1.07882;1.07889;0
2023-04-03 04:56:00;1.07887;1.07897;1.07887;1.07888;0
2023-04-03 04:57:00;1.07887;1.07905;1.07882;1.07903;0
2023-04-03 04:58:00;1.07903;1.07912;1.07903;1.07909;0
2023-04-03 04:59:00;1.07909;1.07909;1.07899;1.07899;0
2023-04-03 05:00:00;1.079;1.07914;1.07896;1.07914;0
2023-04-03 05:01:00;1.07914;1.07923;1.07912;1.07913;0
2023-04-03 05:02:00;1.07916;1.07921;1.07916;1.07919;0
2023-04-03 05:03:00;1.07918;1.07922;1.07915;1.0792;0
2023-04-03 05:04:00;1.0792;1.0792;1.07919;1.07919;0
2023-04-03 05:05:00;1.07921;1.07929;1.07919;1.07923;0
2023-04-03 05:06:00;1.07923;1.07929;1.07923;1.07929;0
2023-04-03 05:07:00;1.07933;1.07937;1.07924;1.07929;0
2023-04-03 05:08:00;1.07928;1.07939;1.07928;1.07939;0
2023-04-03 05:09:00;1.07938;1.07939;1.07922;1.07923;0
2023-04-03 05:10:00;1.07921;1.07921;1.07913;1.07918;0
2023-04-03 05:11:00;1.07918;1.07923;1.07916;1.07923;0
2023-04-03 05:12:00;1.07922;1.07933;1.07922;1.07933;0
2023-04-03 05:13:00;1.07934;1.07938;1.07933;1.07938;0
2023-04-03 05:14:00;1.07938;1.07944;1.07938;1.07942;0
2023-04-03 05:15:00;1.07942;1.07942;1.07933;1.07942;0
2023-04-03 05:16:00;1.07942;1.07948;1.07942;1.07946;0
2023-04-03 05:17:00;1.07947;1.07947;1.07941;1.07943;0
2023-04-03 05:18:00;1.07942;1.07947;1.07942;1.07943;0
2023-04-03 05:19:00;1.07942;1.07942;1.07935;1.07937;0
2023-04-03 05:20:00;1.07938;1.07938;1.07933;1.07937;0
2023-04-03 05:21:00;1.07936;1.07937;1.07933;1.07937;0
2023-04-03 05:22:00;1.07938;1.07943;1.07934;1.07937;0
2023-04-03 05:23:00;1.07939;1.07939;1.07938;1.07938;0
2023-04-03 05:24:00;1.07938;1.07938;1.07926;1.07929;0
2023-04-03 05:25:00;1.07928;1.07928;1.07916;1.07916;0
2023-04-03 05:26:00;1.07917;1.07918;1.07913;1.07913;0
2023-04-03 05:27:00;1.07912;1.07917;1.07912;1.07917;0
2023-04-03 05:28:00;1.07917;1.07924;1.07915;1.07923;0
2023-04-03 05:29:00;1.07923;1.07933;1.07923;1.07923;0
2023-04-03 05:30:00;1.07923;1.07926;1.07917;1.07917;0
2023-04-03 05:31:00;1.07917;1.07925;1.07912;1.07921;0
2023-04-03 05:32:00;1.07921;1.07922;1.07912;1.07912;0
2023-04-03 05:33:00;1.07911;1.07921;1.07911;1.07918;0
2023-04-03 05:34:00;1.07918;1.07929;1.07918;1.07929;0
2023-04-03 05:35:00;1.07929;1.07933;1.07923;1.07928;0
2023-04-03 05:36:00;1.07928;1.07938;1.07927;1.07937;0
2023-04-03 05:37:00;1.07938;1.07941;1.07935;1.07938;0
2023-04-03 05:38:00;1.07936;1.07944;1.07933;1.07942;0
2023-04-03 05:39:00;1.07941;1.07953;1.07932;1.07953;0
2023-04-03 05:40:00;1.07953;1.07958;1.07949;1.07953;0
2023-04-03 05:41:00;1.07953;1.07954;1.07942;1.07943;0
2023-04-03 05:42:00;1.07946;1.07949;1.07943;1.07944;0
2023-04-03 05:43:00;1.07947;1.07948;1.07938;1.07938;0
2023-04-03 05:44:00;1.07938;1.07944;1.07936;1.07943;0
2023-04-03 05:45:00;1.07944;1.07944;1.07924;1.0793;0
2023-04-03 05:46:00;1.07933;1.07943;1.07933;1.07938;0
2023-04-03 05:47:00;1.07938;1.07938;1.07936;1.07937;0
2023-04-03 05:48:00;1.07937;1.07937;1.07923;1.07927;0
